nm_item,nm_product
AZEITE ANDORINHA SELECAO 500ML,AZEITE DE OLIVA
"RACAO FRISK 1KG, PEIXE FR DO MAR, .",ALIMENTO PET
"RACAO FRISK 1KG, MIX C SEL SABOR, .",ALIMENTO PET
CER MAT NESTLE CRUNCH CX 330G,CEREAL MATINAL
"LIMP VEJA M USO 500ML, BIO ALCOOL, .",MULTIUSO
TIRA LIMO VEJA X-14 CLORO ATIV SQZ 500ML,MULTIUSO
"LIMP VEJA M USO 500ML, FLORAL, .",MULTIUSO
"LIMP VEJA M USO 500ML, ORIG, .",MULTIUSO
"LIMP VEJA M USO 500ML, LAV, .",MULTIUSO
"LIMP VEJA PERF L P- 1L, FLORAL, .",MULTIUSO
DESENG VEJA LIMAO SQZ FC 500ML,DESENGORDURANTE
"LIMP VEJA M USO 750ML, ORIG, .",MULTIUSO
"LIMP CIF CREM L PROF 250ML, LIM, .",MULTIUSO
"LIMP CIF CREM L PROF 250ML, BRANCO, .",MULTIUSO
"LIMP CIF CREM L PROF 450ML, LIM, .",MULTIUSO
"LIMP CIF CREM L PROF 450ML, BC, .",MULTIUSO
"ANTIS ORAL B 500ML, HORTELA, .",ENXAGUANTE BUCAL
"ANTIS ORAL B 500ML, MENTA, .",ENXAGUANTE BUCAL
"AMAC DOWNY CONC 500ML, BRISA VERAO, .",AMACIANTE
"AMAC DOWNY CONC 500ML, LIRIOS CAMPO, .",AMACIANTE
"AMAC DOWNY CONC 500ML, FRESC PRIMAV, .",AMACIANTE
"AP BARB PRESTO3 2UN, BODY SENSE, .",APARELHO DE BARBEAR E DEPILATORIO
"DESOD AER NIVEA 150ML, DRY IMPACT, .",DESODORANTE
"DESOD AER NIVEA 150ML, DRY CONFORT, .",DESODORANTE
"CR DENT COLG T 12, CL MINT 90G, .",CREME DENTAL
ESC DENT COLGATE DR RABBIT 1UN,ESCOVA DE DENTES
"CER INF MUCILON SCH 230G, ARROZ/AV, .",CEREAL MATINAL
"CER INF MUCILON SCH 230G, MULT CER, .",CEREAL MATINAL
"CER INF MUCILON LT 400G, MULT CER, .",CEREAL MATINAL
"TEMP MAGGI TEMP E SAB 50G, LEG, .",TEMPERO PRONTO
TEMP MAGGI TEMP E SAB 50G,TEMPERO PRONTO
"CER INF MUCILON LT 400G, ARROZ/AV, .",CEREAL MATINAL
"PUDIM DR OETKER CX 50G, BAUN, .",PREPARO PARA PUDIM
"DESOD AER BOZZANO 150ML, S/PERF, .",DESODORANTE
"DESOD AER BOZZANO 150ML, ENERGY, .",DESODORANTE
"DESOD AER BOZZANO 150ML, FRESH, .",DESODORANTE
"DESOD AER BOZZANO 150ML, SPORT, .",DESODORANTE
"MARG PERDIGAO CLAYBOM 500G, C/SAL, .",MARGARINA
"SH PANTENE 400ML, REST, .",SHAMPOO
"REFRESC TANG 25G, GUARANA, .",PREPARO PARA SUCO
"BISC OREO 36G, BAUN, .",BISCOITO
"BISC OREO 144G, BAUN, .",BISCOITO
"BISC OREO 90G, BAUN, .",BISCOITO
"BISC CHOCOOKY 120G, CHOC, .",BISCOITO
"CHICLE TRIDENT MELANCIA 25,2G",GOMA DE MASCAR
"CHICLE TRIDENT MENTA 25,2G",GOMA DE MASCAR
FORMULA INF NANLAC COMFOR 3 LT 800G,FORMULA LACTEA
"SOPAO MAGGI 200G, CNE PANELA, .",PREPARO PARA SOPA
"CER NESTLE NESTON SCH, 210G, .",CEREAL MATINAL
"FAR LACT NESTLE SCH 210G, ORIG, .",MODIFICADORES DE LEITE
KIT COLGATE ESC DENT CLASSIC L3P2UN,ESCOVA DE DENTES
"SAB PALMOL NAT 150G, TURMALINA, .",SABONETE
"SAB PALMOL NAT 150G, OL OLIVA, .",SABONETE
"SAB PALMOL NAT 150G, CACAU/KARITE, .",SABONETE
"SAB PALMOL NAT 150G, OL ARGAN, .",SABONETE
"SAB PALMOL NAT 150G, OL AMENDOA, .",SABONETE
"SAB PALMOL SVE 150G, LTE PET ROSA, .",SABONETE
"PURIF BOM AR ECONOM 360ML, FRESCOR, .",AROMATIZADOR
"PURIF BOM AR C SP REF 12ML, CHEIR TAL, .",AROMATIZADOR
PURIF BOM AR CL SPRAY LAV REF 3x12ML,AROMATIZADOR
CHOCOTONE BAUDUCCO MAXI 500G,PANIFICACAO NATAL
"BISC BAUDUCCO CHAMP 150G, CRIST, .",BISCOITO
"WAFER VISCONTI 120G, CHOC, .",BISCOITO
"WAFER VISCONTI 120G, MGO, .",BISCOITO
"WAFER VISCONTI 120G, LIM, .",BISCOITO
"WAFER BAUDUCCO, CHOC 140G, .",BISCOITO
CHOC TALENTO DIET AVELA BR 25G,CHOCOLATE
PANET BAUDUCCO MINI 80G,PANIFICACAO NATAL
"PANET BAUDUCCO 500G, TRAD, .",PANIFICACAO NATAL
"COLOMBA BAUDUCCO 500G, GOTAS, .",PANIFICACAO PASCOA
"COLOMBA BAUDUCCO 500G, FRUTAS, .",PANIFICACAO PASCOA
COLOMBA BAUDUCCO MINI FRUTAS CX 100G,PANIFICACAO PASCOA
COLOMBA BAUDUCCO MINI GOTAS DE CHOC 100G,PANIFICACAO PASCOA
"BOLINHO BAUDUCCO 40G, BAUN/CHOC, .",PADARIA E CONFEITARIA INDUSTRIALIZADO
CHOCOTONE BAUDUCCO LATA 750G,PANIFICACAO NATAL
PANET BAUDUCCO PANDORO 500G,PANIFICACAO NATAL
"BISC BAUDUCCO AM, CHOC 335G, .",BISCOITO
"BISC BAUDUCCO AM, LTE 335G, .",BISCOITO
"GELAT ROYAL 24G, S/SABOR, .",GELATINA
ADOC LIQ ADOCYL STEVIA 80ML,ADOCANTE
ADOC LIQ ZERO CAL SUCRALOSE 100ML,ADOCANTE
AGUA COCO KERO COCO TP 200ML,AGUA DE COCO
"CHICLE TRIDENT 5S PCT 32G, MELANCIA, .",GOMA DE MASCAR
"CHICLE TRIDENT FRESH 8G, ENTENSE, .",GOMA DE MASCAR
"NECTAR MAGUARY 1L, LJA, .",SUCO PRONTO
"NECTAR MAGUARY 1L, UVA, .",SUCO PRONTO
"NECTAR MAGUARY 1L, CAJU, .",SUCO PRONTO
"NECTAR MAGUARY 1L, MARAC, .",SUCO PRONTO
"NECTAR MAGUARY 1L, PESS, .",SUCO PRONTO
SUCO MAGUARY CAJU PET 500ML,SUCO PRONTO
SUCO MAGUARY MARACUJA PET 500ML,SUCO PRONTO
"CONCENT MAGUARY PET 500ML, UVA, .",SUCO PRONTO
AGUA MIN NESTLE PUREZ VIT C/GAS 510ML,AGUA
"AGUA MIN SAO LOURENCO C/GAS FC 1,26L",AGUA
AGUA MIN SAO LOURENCO C/GAS PET 300ML,AGUA
AGUA MIN SAO LOURENCO NATURAL PET 300ML,AGUA
FILE DE PEITO DE FRANGO CONG KG,CARNE DE AVE
PEITO C/OSSO CONGELADO KG,CARNE BOVINA
"MORTADELA SEARA 400G, LIGHT, .",MORTADELA
LINGUICA SEARA CALABRESA 400 G,LINGUICA
"SALSICHA SEARA 500G, LONGUETTE, .",SALSICHA
"LASANHA SEARA 600G, FRANGO, .",LASANHA CONGELADA
"LASANHA SEARA 600G, CALABR, .",LASANHA CONGELADA
"LASANHA SEARA 600G, PRES/QJO C/TOM, .",LASANHA CONGELADA
"LASANHA SEARA 600G, FGO MOLHO PARIS, .",LASANHA CONGELADA
STEAK SEARA QJO 100G,EMPANADO CONGELADO
"LASANHA SEARA 600G, BOLONHESA, .",SUSPIRO
"LASANHA SEARA 600G, 4 QJS, .",LASANHA CONGELADA
FRANGO SEARA PASSARINHO IQF 1 KG,CARNE DE AVE
COXINHA SEARA DA ASA IQF PCT 1 KG,CARNE DE AVE
"PIZZA SEARA, FGO/CATUP 460G, .",PIZZA CONGELADA
"PIZZA SEARA, CALABR 460G, .",PIZZA CONGELADA
"PIZZA SEARA, MUSSARELA 440G, .",PIZZA CONGELADA
"PIZZA SEARA, 4 QJS 460G, .",PIZZA CONGELADA
"PATE SEARA 100G, PEITO PERU, .",PATE
"TEKITOS SEARA 300G, TRAD, .",EMPANADO CONGELADO
HAMB SEARA TEXAS GRANEL 56 G,HAMBURGUER CONGELADO
SALAME SEARA TP ITALIANO FAT 100G,SALAME
"MARG DORIANA 500G, C/SAL, .",MARGARINA
"MARG DORIANA 500G, S/SAL, .",MARGARINA
"LTE PARMALAT LV TP 1L, INTEG, .",LEITE
"LTE PARMALAT LV TP 1L, SEMI DESN, .",LEITE
"LTE PARMALAT LV TP 1L, DESN, .",LEITE
"CAFE BOM JESUS 500G, TRAD VAC, .",CAFE
"MOLHO POMAROLA CAS SCH 300G, CLASSIC, .",MOLHO DE TOMATE
OLEO LIZA SOJA PET 900ML,OLEO VEGETAL
"OLEO LIZA PET 900ML, GIRASSOL, .",OLEO VEGETAL
"OLEO LIZA PET 900ML, MILHO, .",OLEO VEGETAL
OLEO LIZA CANOLA PET 900ML,OLEO VEGETAL
"MOLHO LIZA SALADA 234ML, CASEIRO, .",MOLHO PARA SALADA
"MOLHO LIZA SALADA 234ML, ROSE, .",MOLHO PARA SALADA
OLEO MAZOLA MILHO PET 900ML,OLEO VEGETAL
MAIONESE LIZA TRADICIONAL PT 500G,MAIONESE
OLEO MAZOLA GIRASSOL FC 900ML,OLEO VEGETAL
ACUCAR MAGRO LIGHT PCT 500G,ACUCAR
ADOC LIQ MAGRO SACARINA FC 100ML,ADOCANTE
ADOC LIQ MAGRO SACARINA FC 200ML,ADOCANTE
ADOC MAGRO COM SUCRALOSE 80ML,ADOCANTE
"WAFER LOWCUCAR Z 115G, CHOC, .",BISCOITO
"GELAT LOWCUCAR STEV CX 10G, MGO, .",GELATINA
"PUDIM LOWCUCAR Z 25G, LTE COND, .",PREPARO PARA PUDIM
"GELAT LOWCUCAR Z CX 10G, FRAMB, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, AMORA, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, MGO, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, ABACAXI, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, UVA, .",GELATINA
LINGUICA SEARA CHURRASCO PCT KG,LINGUICA
LINGUICA SADIA CALABRESA GRANEL KG,LINGUICA
G MUPIROCINA 20MG POM 15G PRATI DONAD,OUTRO FARMA
LIMP PERF CASA E PERF SPECIALE 500ML,MULTIUSO
BATATA STAX CHEDDAR RUFFLES 156G,APERITIVO
LAVA ROUPA LIQ INF OLA BEBE 500ML,LAVA ROUPAS
SORV KIBONBON BRIGADEIRO KIBON 77ML,SORVETE
CREME DE CHOC  MIX IOIO 63G,IOGURTE
GELATINA DIET LIMAO OETKER 12G,GELATINA
DIOVAN AMLO FIX 160 5MG C/28 CP SANDOZ,OUTRO FARMA
LING PERNIL FINA COOP 600G,LINGUICA
BIFAO KELDOG PICANHA 91G,ALIMENTO PET
RISEDROSS 35MG C/04 COMPRIMIDOS SIGMA,OUTRO FARMA
APAR BARB PRESTO 3 GILLETTE MASC C2,APARELHO DE BARBEAR E DEPILATORIO
OLEO CORPO AMEND TENTAD PAIXAO 200ML,OLEO CORPORAL
BALAO LISO 7 SORTIDO KIREY C8,BALAO DE FESTA
CHIC MENTOS MINT PURE FRESH 56G,GOMA DE MASCAR
REDOXON 2G LIMA LIMAO C/10 CP EFER BAYER,OUTRO FARMA
BISC RECH MOUS CHOC M AMARGO ADRIA 150G,BISCOITO
SAB ALMA FLORES ESSENCIA JASMIN 130G,SABONETE
SAB SENADOR PLATINUM 130G,SABONETE
SAB SENADOR SPORT 130G,SABONETE
BISC SALG INT GERG NESTLE 170G,BISCOITO
ACHOC LIQ TODDYNHO 200ML,BEBIDA LACTEA
CAFE PILAO TM DESCAF 250G,CAFE
QJO PALITO MUSSARELA COND PASTORA,QUEIJO
CAFE VAC DESCAF MELITTA 250G,CAFE
MAC OVOS AVE MARIA ADRIA 500G,MACARRAO
MAC OVOS NINHO ADRIA 500G,MACARRAO
MAC INST CARNE NISSIN LAMEN 85G,MACARRAO
QJO MINAS FRES FAZENDA BELA VISTA,QUEIJO
SALG TOM GLICO 80G,APERITIVO
CAFE VAC ESP MELITTA 500G,CAFE
CAFE ALM PILAO 500G,CAFE
MARG CREM QUALY S SAL 500G,MARGARINA
G CLONAZEPAM 2.5MG GOTAS 20ML PSICO MED,OUTRO FARMA
G MON ISOSSORB 20MG C/30 COMP BIO,OUTRO FARMA
CERV BADEN BADEN CRISTAL 600ML,CERVEJA
G DESONIDA 0.5MG CR DERM 30G MEDLEY,OUTRO FARMA
G NORFLOXACINO 400MG C/14 COMP MEDLEY,OUTRO FARMA
SAB PHEBO ODOR DE ROSAS 90G,SABONETE
MAXI DUCHA 220V 5500W BISTER,DUCHA
AMIDO MILHO MAIZENA 200G,AMIDO DE MILHO
MACRODANTINA 100MG C/28 COMPR MANTECORP,OUTRO FARMA
SHA DARLING CERAMIDAS 350ML,SHAMPOO
OLEO MOV PEROBA LAVANDA 200ML,LUSTRA MOVEIS
NEUT BODY CARE REVITALIZING 200ML,CREME CORPORAL
MIST PAO QJO YOKI 250G,PREPARO DE ALIMENTO
PO MARIA MOLE COCO OETKER 50G,PREPARO PARA MARIA MOLE
SNACKS DOGUITOS RODIZIO CARNE 65G,ALIMENTO PET
PAO MEL PAN 200G,OUTRO DOCE
MIST CAPPUC CHOC MELITTA 200G,CAFE
CAFE SOL ORIG NESCAFE SC 50G,CAFE
PANETONE CHOCO DELICIAS COOP SQ 500G,PANIFICACAO NATAL
MAC SEMOLA ESPAGUETE 8 GALO 500G,MACARRAO
MAC G DURO FUSILI PETYBON 500G,MACARRAO
MAC G DURO TAGLIARINI RENATA 500G,MACARRAO
MAC G DURO FUSILLI RENATA 500G,MACARRAO
MAC OVOS NINHO RENATA 500G,MACARRAO
MAC OVOS NINHO D BENTA 500G,MACARRAO
SUCO MACA YAKULT 200ML,SUCO PRONTO
SUCO DAFRUTA MARACUJA 500ML,SUCO PRONTO
VINHO TT GOES TRAD SV  750ML,VINHO NACIONAL
VINHO DOM BOSCO BC SV 750ML,VINHO NACIONAL
VINHO SANGUE DE BOI TT SC 750ML,VINHO NACIONAL
VINHO COUNTRY WINE TT SC 750ML,VINHO NACIONAL
PAO FORMA LEITE PANCO 500G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BOLO FRAPPE CALIFORNIA PULLMAN 250G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BOLO CHOC PULLMAN 250G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BISNAGUITO PULLMAN 300G,PADARIA E CONFEITARIA FRESCA
PAO FORMA WICKBOLD 450G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PANETTONE PANDORO BAUDUCCO  500G,PANIFICACAO NATAL
CHOCOTTONE MOUSSE BAUDUCCO  500G,PANIFICACAO NATAL
PAO MEL COB PANCO 200G,OUTRO DOCE
PANETTONE  GOTAS CHOC TOMMY 400G,PANIFICACAO NATAL
ALGODAO MULTIUSO TOPZ 50G,ALGODAO
ROSQUINHA CHOC PANCO 500G,BISCOITO
BISC SALG DELICIOSO PANCO 500G,BISCOITO
BISC SEQUILHOS PANCO 500G,BISCOITO
BISC SALG PRES PIRAQUE 100G,BISCOITO
TEMP C PIM SABOR AMI 300G,TEMPERO PRONTO
TEMP  PIZZA COOP 10G,TEMPERO PRONTO
TEMP C PIM SABOR AMI 1KG,TEMPERO PRONTO
TEMP CARNE LEG ARR MAIS SABOR 60G,TEMPERO PRONTO
SABAO BARRA COCO URCA BIODE 1KG,SABONETE
MANJERICAO DESID KITANO 7G,MANJERICAO
AGUA MIN NAT PRATA 1.5L,AGUA
AGUA MIN GAS SAO LOURENCO 510ML,AGUA
AGUA TON ANTARCTICA LT 350ML,AGUA TONICA
REFR SUKITA LARANJA 600ML,REFRIGERANTE
BEB UVA VIG TURMA VIGOR 200ML,SUCO PRONTO
BEB MACA VIG TURMA VIGOR 200ML,SUCO PRONTO
ARROZ INT RARIS 7 CEREAIS 500G,ARROZ
WHISKY ESC W HORSE 8 ANOS 1L,WHISKY
AVEIA FL FINOS YOKI 500G,AVEIA E SEUS DERIVADOS
BICARB SODIO  KITANO 30G,BICARBONATO DE SODIO
CEVADA SUPER BOM 500G,CAFE
FAR MILHO AMAR M CUCA 500G,FARINHA DE MILHO
FUBA COOP 1KG,FUBA
AMIDO MILHO MAIZENA 500G,AMIDO DE MILHO
MILHARINA QUAKER 500G,FUBA
ATUM RAL G COSTA 170G,PROTEINA EM CONSERVA
ARROZ INT RARIS 1KG,ARROZ
AZEITONA VDE RECH C PIM RIVOL VD 200G,AZEITONA
DET GEL LIMPOL CRISTAL 511G,DETERGENTE
DET GEL LIMPOL ALOE VERA 511G,DETERGENTE
ALHO PEDACOS ALINUTRI 400G,ALHO PROCESSADO
MANT PRESIDENT LA MOTTE CS 250G,MANTEIGA
MANT PRESIDENT SS TE 200G,MANTEIGA
DESOD ROLL REXONA COTTON FM 50ML,DESODORANTE
DESOD ROLL REXONA S PERF FM 50ML,DESODORANTE
LOCAO HID TENTACAO PAIXAO 200ML,CREME CORPORAL
AGUA MIN GAS PRATA 510ML,AGUA
AZEITONA VDE FAT RIVOLI VD 160G,AZEITONA
PROT DIARIO TODO DIA  CAREFREE  C40,ABSORVENTE
MASSA PASTEL DISCAO MEZZANI 500G,MASSA FRESCA
LEITE A DESN FAZENDA B VISTA 1L,LEITE
COQ DUELO PES 500ML,BEBIDA MISTA
NOEX 32 MCG S.NASAL C/120 DOSES EUROFARM,OUTRO FARMA
TYLENOL SINUS C24 COMPR,OUTRO FARMA
CURATIVO TRANSP BAND AID C40,CURATIVO ADESIVO
POLARAMINE 10MG CREME 30G MANTECORP,OUTRO FARMA
FILE PEITO FGO CONG SADIA 1KG,CARNE DE AVE
G PREDNISONA 20MG C/20 COMP NEO QUIM,OUTRO FARMA
VITACID GEL 0.025MG ROSTO C/25G THERASKI,OUTRO FARMA
ATUM PED G COSTA 170G,PROTEINA EM CONSERVA
OVO VERM EXTRA COOP C20,OVO
G ALENDRONATO SODIO 70MG C/4 CAP LEGRAN,OUTRO FARMA
CHA ABACAXI HORTELA OETKER 15G,CHA POR INFUSAO
CAPELETTI CARNE MEZZANI 400G,MASSA FRESCA
TALHARIM MEZZANI 500G,MACARRAO
PRESERVATIVO  OLLA   SENSITIVE C3,PRESERVATIVO
LEITE LV SEMI DESN JUSSARA 1L,LEITE
LAVA ROUPA LIQ INF VIDA MACIA 500ML,LAVA ROUPAS
PACOCA TB ROLHA YOKI 352G,PACOCA
CANELA PO KITANO 50G,CANELA
CANELA PO M CUCA 40G,CANELA
CEBOLINHA  DESID MARPA 5G,OUTRO CONDIMENTO
COMINHO PO COOP 70G,OUTRO CONDIMENTO
COMINHO PO KITANO 60G,OUTRO CONDIMENTO
AMAC INF VIDA MACIA GLIC CAMOMILA 1L,AMACIANTE
AMAC BABY SOFT TRAD TOQ CARINHO 2L,AMACIANTE
AMAC YPE ACONCHEGO 2L,AMACIANTE
PURIF SPRAY BOM AR CLICK CH TALCO RF12ML,AROMATIZADOR
LUSTRA MOV POLIFLOR JASM 200ML,LUSTRA MOVEIS
LUSTRA MOV PEROBA ROSA 200ML,LUSTRA MOVEIS
LIMP VIDRO VEJA VIDREX ALCOOL SQ 500ML,LIMPA VIDROS
OLEO SOJA SOYA 900ML,OLEO VEGETAL
LIMP M USO VEJA FLORAL 500ML,MULTIUSO
LIMP COZ DESENG VEJA LARANJA PULV 500ML,DESENGORDURANTE
SALG DORITOS QJO NACHO E CHIPS 55G,APERITIVO
CANJICA M CUCA 500G,CANJICA
SALG CAMARAO EBICEN 60G,APERITIVO
ACUCAR MAGRO LOWCUCAR 500G,ACUCAR
ACUCAR ORG DEMERARA NATIVE 1KG,ACUCAR
OVO CAIPIRA GDE LABEL ROUGE C/10,OVO
OVO  VERM MEDIO PVC TONON C12,OVO
GELEIA MORG OLE 230G,GELEIA
GELEIA PESSEGO OLE 230G,GELEIA
GELEIA MORG SENNINHA 230G,GELEIA
GOIABADA LISA PREDILECTA KG,GOIABADA
GOIABADA CASCAO PREDILECTA KG,GOIABADA
DOCE LEITE CAMBUI PT 200G,OUTRO DOCE
CORDA VARAL COOP 3 10M,CORDA DE VARAL
CAFE ALM EX FORTE BRASILEIRO 500G,CAFE
FORMULA INF NESTOGENO 2 400G,FORMULA LACTEA
ESC DENT JOHNSON ACESS L2P1,ESCOVA DE DENTES
PAPEL HIG FD ELITE DUALETTE C4 30M,PAPEL HIGIENICO
GEL FIXADOR CRYSAL PT INCOLOR 250G,MODELADOR PARA CABELO
REQ CREM BISN TIROLEZ 400G,REQUEIJAO
CREME AVELA NUTELLA 350G,CREME DE AVELA
CATUABA RANDON 900ML,BEBIDA MISTA
HASTE FLEX JOHNSONS PT C150,HASTE FLEXIVEL
NORIPURUM C/30 COMPRIMIDOS TAKEDA,OUTRO FARMA
REFR COCA COLA ZERO 2.5L,REFRIGERANTE
COLA TENAZ LAVAVEL 35G,COLA
MANJERONA M CUCA 5G,MANJERICAO
QUEROSENE APACHE 1L,OUTRO PRODUTO DE LIMPEZA DOMESTICA
MOLHO PIM CALABRESA CEPERA 150ML,MOLHO DE PIMENTA
MOLHO ALHO KITANO 150ML,OUTRO MOLHO
MOLHO SHOYU PREMIUM SAKURA 150ML,MOLHO SHOYU
DESINF PERF PINHO BRIL CAMPOS 500ML,DESINFETANTE
DESINF PERF KALIPTO LAVANDA 750ML,DESINFETANTE
DESINF PERF YPE TRADICAO 500ML,DESINFETANTE
CHIC TRIDENT T FRUTI 32G,GOMA DE MASCAR
CHIC TRIDENT MENTA 32G,GOMA DE MASCAR
BALA FRUTOS STICK MENTOS C3 112.5G,BALA
GOMETS DORI 200G,BALA
PIPOCA DOCE MAGITLEC 60G,PIPOCA PRONTA
ADOCANTE PO CULIN LOWCUCAR 400G,ADOCANTE
SUCO SOJA MARACUJA 200ML,BEBIDA DE SOJA
LOMBO SUINO CONGEL SADIA,CARNE SUINA
MORT SADILAR SADIA 1KG,MORTADELA
BISC BISCROK PEDIGREE JR 300G,BISCOITO
SABAO BARRA YPE GLIC ALOE VERA 1KG,SABAO EM PEDRA
PROT SOL FACIAL LOREAL EXP FPS30,PROTETOR SOLAR
DET LIQ MINUANO MARINE 500ML,DETERGENTE
ALHO PASTA COOP 400G,ALHO PROCESSADO
ALHO PASTA COOP 200G,ALHO PROCESSADO
ALIVIUM 100MG 20ML GOTAS MANTECORP,OUTRO FARMA
OVO BCO EXTRA OVO BOM C/20,OVO
OVO BCO MEDIO POLPA OVO BOM C/12,OVO
OVO BCO EXTRA POLPA OVO BOM C/12,OVO
VODKA ASKOV ICE 275ML,BEBIDA MISTA
FIBER MAIS 10 SACHES NESTLE,DEMAIS FUNCIONAIS E RESTRITIVOS
SORV JUNDIA FLOCOS 2L,SORVETE
CAFE ALM EX FORTE MOKA 500G,CAFE
LEITE COCO BOM COCO 200ML,LEITE DE COCO
CHOC PRESTIGIO NESTLE 33G,CHOCOLATE
CERV BRAHMA CHOPP LT 473ML,CERVEJA
PANTOGAR C/30 COMPRIMIDOS BIOLAB,OUTRO FARMA
LEVOID 25MG C/30 COMPRIMIDOS ACHE,OUTRO FARMA
LEVOID 125MG C/30 COMPRIMIDOS ACHE,OUTRO FARMA
G MESALAZINA 800MG C/30 COMP EMS,OUTRO FARMA
MUSCULARE 5MG C/30 COMPRIMIDOS EUROFARM,OUTRO FARMA
AGUARD CANINHA PEDRA 90 500ML,CACHACA
ACCU CHEK ACTIVE KIT APARELHO,OUTRO FARMA
FEIJAO CARIOCA TEMP COZIDO CAMIL TP 380G,FEIJAO
HIPOGLOS AMENDOAS POMADA C/40GR JOHNSON,CREME PARA ASSADURA
COB CHOC SENINHA 200G,COBERTURA PRONTA
ESSENCIA BAUNILHA CEPERA 30ML,AROMATIZADOR
AZEITE PORT EXT VIRG GALLO VD 250ML,AZEITE DE OLIVA
BALA GEL MINHOCA CITRICA FINI 100G,BALA
PATE ATUM TRAD COQUEIRO 170G,PATE
G MAL DEXCLORFENIRAMINA 2MG C/20 CP EMS,OUTRO FARMA
SHA PALMOLIVE NATURALS MAC PROLONG 350ML,SHAMPOO
MAC OVOS SPAGHETI N9 RENATA 500G,MACARRAO
G RIFAMICINA 10MG/ML 20ML SPRAY EMS,OUTRO FARMA
BACLOFEN CPR 10MG CX 20 TEUTO,OUTRO FARMA
ZYXEM C/10 COMPRIMIDOS ABBOTT,OUTRO FARMA
MIST BOLO CHOC OETKER 450G,PREPARO PARA BOLO
SALSICHA H DOG SADIA 500G,SALSICHA
FEIJAO PRETO FANTASTICO T1 1KG,FEIJAO
MAIONESE LIZA 500G,MAIONESE
FILE SARD OLEO G COSTA 125G,PROTEINA EM CONSERVA
LUBRIFICANTE OLLAGEL ICE 50G,OUTRO FARMA
CR PENT SEDA LISO PERFEITO 300ML,CREME PARA PENTEAR
SIDRA CERESER 660ML,SIDRA
CREAM CHEESE LIGHT DANUBIO 150G,QUEIJO CREMOSO
QJO MINAS FRES  QUATA,QUEIJO
QJO CHEDDAR FAT POLENGHI 144G,QUEIJO
QJO PRATO FAT POLENGHI,QUEIJO
QJO PROV FRAC QUATA,QUEIJO
QJO GORG  QUATA,QUEIJO
BISC RECH CHOC DIET DOCE VIDA 120G,BISCOITO
REQ CATUPIRY BN 250G,REQUEIJAO
REQ CREM ITAMBE CP 220G,REQUEIJAO
BISC POLVILHO DOCE CASSINI 100G,BISCOITO
CR CHEESE SOFT POLENGHI 150G,CREME DENTAL
LENTILHA COOP 500G,LENTILHA
LENTILHA MARPA 500G,LENTILHA
MILHO PIPOCA IMP MARPA 500G,MILHO PARA PIPOCA
MILHO PIPOCA COOP 500G,MILHO PARA PIPOCA
CREME LEITE ITAMBE LT 300G,CREME DE LEITE
CREME LEITE PAULISTA TP 200G,CREME DE LEITE
PIPOCA MO MANT YOKI 100G,PIPOCA PARA MICROONDAS
G FUROATO MOMETASONA CREME 20G EMS,OUTRO FARMA
BEB BASE SOJA MACA MUPY 1L,BEBIDA DE SOJA
DESINF PERF MINUANO EUCALIPTO 500ML,DESINFETANTE
DESINF PINHO SOL ORIGINAL 500ML,DESINFETANTE
PAPRICA  DOCE COOP 50G,OUTRO CONDIMENTO
PIM REINO PO PRETA KITANO 50G,OUTRO CONDIMENTO
MOLHO SHOYU TRAD SAKURA 150ML,MOLHO SHOYU
LA ACO MINI BOMBRIL C12,PALHA DE ACO
SALSA DESID COOP 10G,OUTRO CONDIMENTO
TEMP COMP S PIM ARISCO 300G,TEMPERO PRONTO
TEMP CARNES LEG ARROZ SAZON 60G,TEMPERO PRONTO
TEMP LEG VERD ARROZ SAZON 60G,TEMPERO PRONTO
ESPONJA M USO LIMPPANO ANTIADER C3,ESPONJA
ESPONJA M USO ZAPT C2,ESPONJA
AMAC CARNES MAGGI 120G,AMACIANTE
VINAG ARROZ TOSCANO 750ML,VINAGRE
VINAG ALCOOL LIMAO CASTELO 750ML,VINAGRE
TEMP ARROZ BRANCO SAZON 60G,TEMPERO PRONTO
TEMP CASEIRO EX FORTE MARPA 300G,TEMPERO PRONTO
AGUA SANITARIA SUPER CANDIDA 1L,AGUA SANITARIA
AGUA SANITARIA CANDURA 2L,AGUA SANITARIA
INSET ISCA RAID MATA BARATA EXTER 15.6G,INSETICIDA
SACO LIXO PRETO KISACO RES C10 50L,SACO DE LIXO
SACO LIXO PRETO KISACO RES C5 100L,SACO DE LIXO
POMADA CALCADO NUGGET MARRON 36G,OUTRO BAZAR E DEPARTAMENTOS
FEIJAO PRETO PANTERA T1 1KG,FEIJAO
PROTETOR P FOGAO C12 PRATSY,PROTETOR DE FOGAO
FLAN BAUN C CALDA CARAM VIGOR 220G,SOBREMESA PRONTA RESFRIADA
FEIJAO RAJADO CAMIL 500G,FEIJAO
BEB LACTEA MORG COOPER 1L,BEBIDA LACTEA
